Operational_Hours,Temperature_C,Vibration_mms,Oil_Level_pct,Remaining_Useful_Life_days,Failure_Within_7_Days
87601,89.06,10.21,72.59,61.0,0
55998,60.24,9.98,86.15,423.0,0
96583,41.64,12.22,64.58,40.0,0
70934,52.86,5.23,49.39,204.0,0
49418,72.16,14.15,67.89,471.0,0
50614,41.76,11.63,98.45,424.0,0
8098,39.76,6.56,62.91,881.0,0
15810,48.85,6.18,43.14,880.0,0
603,73.73,6.81,67.9,889.0,0
57156,61.36,1.46,58.26,518.0,0
92608,70.48,16.9,92.94,0.0,1
86015,56.47,9.03,63.53,118.0,0
49731,59.87,7.26,59.53,457.0,0
65258,60.14,4.28,88.74,280.0,0
23228,60.75,12.94,36.64,754.0,0
3266,56.57,12.94,30.54,986.0,0
12269,51.34,8.02,95.03,882.0,0
21041,53.87,10.89,67.93,779.0,0
90247,48.04,12.58,71.07,100.0,0
13706,37.14,15.79,76.45,782.0,0
40076,39.79,11.62,65.0,616.0,0
31147,64.01,13.53,46.57,641.0,0
61675,49.29,15.9,89.14,318.0,0
61861,36.23,1.63,88.42,367.0,0
94865,60.68,2.78,63.42,35.0,0
14042,52.93,12.41,64.44,942.0,0
74241,37.17,19.28,100.0,173.0,0
95476,97.01,5.94,63.19,49.0,0
77509,49.48,8.32,72.53,160.0,0
61426,81.66,5.28,70.27,319.0,0
20410,40.55,16.98,100.0,725.0,0
82634,85.64,11.93,75.26,136.0,0
45960,65.46,-2.38,56.23,428.0,0
26065,36.37,9.33,59.29,674.0,0
97295,51.36,12.22,89.76,0.0,1
51390,70.33,11.08,68.78,369.0,0
87740,51.12,15.18,65.63,162.0,0
59947,31.72,11.34,75.88,252.0,0
53420,68.4,5.76,100.0,522.0,0
38563,59.83,14.72,68.62,631.0,0
99144,71.51,1.61,57.17,6.0,1
96919,46.87,11.45,58.69,0.0,1
39659,87.4,13.65,100.0,526.0,0
4688,59.86,12.69,60.25,874.0,0
63014,33.94,6.14,83.09,283.0,0
702,68.43,5.49,23.33,858.0,0
84301,66.79,15.63,45.89,126.0,0
79939,53.31,-1.61,91.65,155.0,0
32577,101.33,5.41,73.06,578.0,0
86125,76.87,13.03,59.77,12.0,0
54851,73.08,3.81,78.39,444.0,0
36862,86.13,5.57,71.83,581.0,0
25174,70.74,11.75,43.09,728.0,0
98605,44.43,2.14,66.26,0.0,1
26796,53.85,5.09,50.59,756.0,0
15220,61.44,13.77,54.25,878.0,0
60442,47.23,4.93,60.42,354.0,0
28649,53.67,10.34,61.81,658.0,0
79285,52.25,14.16,57.0,160.0,0
81977,57.04,5.74,20.14,152.0,0
85074,45.93,14.09,50.98,81.0,0
17740,62.62,7.99,53.08,906.0,0
70530,68.36,20.24,100.0,312.0,0
22257,48.93,12.61,61.4,756.0,0
29145,64.48,10.91,71.17,701.0,0
22316,48.85,10.26,70.78,701.0,0
61223,38.32,13.65,62.17,234.0,0
37316,92.79,12.94,77.17,625.0,0
69944,57.73,9.13,84.86,226.0,0
13628,58.95,6.84,40.79,851.0,0
83006,27.51,11.43,32.78,198.0,0
54705,46.69,17.52,81.08,453.0,0
62822,39.16,14.88,87.52,239.0,0
65876,48.32,11.95,58.41,240.0,0
13224,57.5,10.01,35.75,817.0,0
15435,67.03,15.16,75.49,709.0,0
60175,61.48,12.61,46.96,315.0,0
13071,86.74,8.97,66.6,754.0,0
34432,61.76,8.91,73.08,600.0,0
55493,38.98,11.93,100.0,296.0,0
27352,42.95,11.18,59.16,708.0,0
5209,64.08,8.15,100.0,856.0,0
42143,93.62,11.2,71.96,539.0,0
98452,35.74,9.31,45.66,0.0,1
56072,46.06,10.72,81.22,373.0,0
18221,63.69,12.34,78.05,717.0,0
71168,44.83,8.73,69.33,280.0,0
8126,58.84,2.41,82.17,865.0,0
88065,44.9,3.35,81.32,113.0,0
9253,74.4,9.17,87.73,834.0,0
69850,20.5,16.53,71.5,280.0,0
70839,81.56,3.54,76.94,263.0,0
33638,50.23,15.32,70.96,646.0,0
16136,24.34,9.66,41.57,789.0,0
23439,31.99,6.8,76.91,654.0,0
93211,68.2,8.99,100.0,0.0,1
92114,63.28,11.71,58.92,48.0,0
51363,85.57,14.72,19.21,453.0,0
77101,58.87,2.56,99.41,186.0,0
17375,49.55,10.08,58.55,806.0,0
45241,80.97,11.09,31.21,592.0,0
18169,58.89,15.49,64.36,772.0,0
86366,52.43,15.75,87.41,130.0,0
64987,33.08,13.32,59.96,314.0,0
44701,70.97,11.07,91.72,459.0,0
62496,47.01,12.6,47.28,346.0,0
37427,41.92,15.51,72.34,453.0,0
71564,76.94,13.93,91.56,247.0,0
1061,77.64,10.45,65.43,974.0,0
14477,67.91,11.48,54.39,740.0,0
6827,68.43,9.49,47.78,833.0,0
22054,70.09,14.02,77.0,721.0,0
61397,76.23,16.33,85.57,285.0,0
88890,45.57,6.74,82.94,0.0,1
4535,61.9,14.94,100.0,821.0,0
24444,67.11,-0.59,46.84,678.0,0
79562,74.41,13.52,62.1,131.0,0
50511,52.81,9.27,85.72,338.0,0
62782,73.95,4.31,81.8,336.0,0
82014,51.87,15.62,41.09,59.0,0
76035,64.21,7.97,83.18,222.0,0
97704,78.76,7.4,64.1,46.0,0
6883,49.29,10.35,69.58,901.0,0
63070,54.76,14.14,63.47,296.0,0
32845,46.54,13.77,81.55,651.0,0
51533,57.86,8.08,40.04,475.0,0
84844,59.11,16.97,72.15,35.0,0
51960,50.73,11.48,77.78,402.0,0
17737,69.84,13.99,100.0,762.0,0
7016,68.23,5.39,60.65,822.0,0
60636,62.95,4.65,43.1,362.0,0
64799,63.63,15.09,57.67,259.0,0
5268,58.35,13.03,82.41,927.0,0
72613,52.03,18.08,54.72,185.0,0
75860,71.76,9.49,89.62,152.0,0
9297,69.98,13.26,100.0,894.0,0
53301,52.0,18.44,93.22,413.0,0
4322,70.11,14.94,94.02,838.0,0
81388,85.76,12.83,37.19,68.0,0
29323,44.8,13.68,74.86,648.0,0
25404,46.99,8.79,59.29,768.0,0
72435,39.79,12.31,82.25,259.0,0
48325,39.13,10.39,86.75,540.0,0
60095,64.51,9.68,59.65,223.0,0
1228,56.0,5.59,100.0,863.0,0
32580,30.72,8.07,49.85,653.0,0
46357,70.43,11.8,63.42,578.0,0
27359,98.51,10.78,81.72,675.0,0
60962,54.45,10.82,37.45,340.0,0
73046,57.73,11.65,85.14,236.0,0
9667,63.31,0.22,29.57,982.0,0
59088,51.96,10.74,62.49,418.0,0
14258,56.5,3.13,90.52,852.0,0
35001,61.7,9.75,73.7,610.0,0
75253,54.18,3.33,69.21,204.0,0
8166,72.71,13.57,61.47,884.0,0
54710,56.2,16.62,56.82,400.0,0
52490,73.43,18.26,100.0,460.0,0
30649,63.49,9.54,40.61,682.0,0
60461,61.73,23.58,55.14,361.0,0
81668,68.87,-2.33,50.98,165.0,0
86387,65.25,7.95,87.28,155.0,0
58656,24.96,10.87,76.85,433.0,0
64498,63.53,5.41,94.96,200.0,0
30817,65.25,14.19,64.26,590.0,0
76242,77.42,10.58,59.19,239.0,0
35140,31.99,-0.91,88.84,609.0,0
28881,77.1,4.05,78.48,711.0,0
55961,27.29,17.05,99.48,460.0,0
32526,54.2,10.8,80.95,573.0,0
21441,69.45,14.88,61.91,773.0,0
82319,53.47,16.96,65.79,62.0,0
64048,58.49,10.79,64.48,372.0,0
29182,42.38,8.82,69.67,623.0,0
11598,73.17,7.06,51.14,866.0,0
57942,52.96,9.99,100.0,366.0,0
46612,63.04,9.7,61.12,535.0,0
95983,54.67,10.4,57.34,0.0,1
80080,73.14,6.67,68.45,213.0,0
50855,76.49,5.29,83.56,477.0,0
78927,46.77,10.32,75.03,166.0,0
61689,65.34,14.63,62.75,346.0,0
24623,58.67,3.88,67.46,739.0,0
57228,32.72,15.83,42.0,358.0,0
94142,84.38,7.91,91.66,0.0,1
87718,60.65,14.38,92.39,3.0,1
5538,53.63,11.63,77.4,920.0,0
5153,44.89,17.56,59.27,931.0,0
22076,59.87,19.9,68.02,632.0,0
19650,49.33,2.01,79.47,774.0,0
31410,83.63,6.8,61.72,646.0,0
65801,53.52,11.53,75.05,322.0,0
66918,62.21,7.24,78.13,284.0,0
16055,55.56,4.86,79.45,805.0,0
65304,62.23,6.33,37.23,280.0,0
36383,51.8,7.2,77.82,576.0,0
9361,81.82,18.16,51.72,910.0,0
58123,71.19,15.53,53.66,320.0,0
43868,83.62,7.72,24.97,463.0,0
31479,73.11,5.65,83.66,761.0,0
705,52.5,9.87,52.75,978.0,0
30196,67.47,13.91,85.68,631.0,0
62236,51.13,15.24,59.52,328.0,0
60023,63.08,8.56,100.0,390.0,0
48915,63.5,11.62,100.0,407.0,0
25891,69.37,11.84,40.2,679.0,0
85325,49.55,14.9,76.45,147.0,0
58268,63.49,16.02,77.93,429.0,0
56505,61.98,10.54,66.16,439.0,0
40089,55.77,9.87,63.98,546.0,0
86085,66.62,13.75,60.69,116.0,0
86128,52.64,3.85,100.0,83.0,0
74420,59.67,2.41,86.66,172.0,0
51817,45.76,10.29,76.38,456.0,0
27152,48.83,15.29,93.7,684.0,0
74775,72.42,9.44,64.66,267.0,0
56553,29.77,7.62,52.91,446.0,0
20643,83.85,17.9,62.87,735.0,0
24167,73.12,7.25,85.32,700.0,0
47612,91.52,16.24,37.64,433.0,0
77443,71.88,9.53,56.91,189.0,0
26329,76.14,8.95,54.22,681.0,0
23927,56.49,11.24,67.57,672.0,0
75735,55.63,8.61,74.76,269.0,0
75923,80.98,15.73,67.92,175.0,0
16039,43.28,14.66,100.0,785.0,0
75197,58.82,13.38,77.08,133.0,0
8090,56.46,15.25,56.54,873.0,0
61365,58.46,11.05,29.8,309.0,0
21528,37.73,6.0,80.27,753.0,0
37109,44.02,11.1,58.45,588.0,0
85179,27.27,8.65,62.47,121.0,0
31987,40.92,8.61,55.79,644.0,0
73644,79.23,4.76,100.0,315.0,0
94146,79.54,6.64,81.52,22.0,0
488,46.21,11.92,67.25,973.0,0
39492,72.97,7.65,94.99,598.0,0
21809,64.57,9.2,65.1,687.0,0
67760,39.21,20.01,52.97,222.0,0
37898,51.63,10.78,72.66,625.0,0
25793,34.54,4.04,68.59,679.0,0
99085,57.83,13.97,91.79,0.0,1
8255,66.68,8.92,47.47,851.0,0
12629,46.15,3.77,100.0,841.0,0
61527,51.35,19.43,70.79,380.0,0
87792,51.87,2.78,36.79,101.0,0
80267,64.88,11.41,88.75,201.0,0
48944,43.36,14.72,49.51,402.0,0
47855,45.48,12.77,79.26,453.0,0
82855,60.08,4.7,44.0,114.0,0
73233,37.83,2.01,77.22,144.0,0
41646,65.82,5.4,63.22,520.0,0
157,57.42,12.12,29.67,888.0,0
76010,58.18,12.7,52.19,235.0,0
12399,43.69,9.76,60.49,927.0,0
6982,79.37,13.33,88.58,902.0,0
35209,71.75,9.01,16.25,667.0,0
18955,46.09,7.76,100.0,755.0,0
98106,67.06,11.23,65.88,0.0,1
13734,69.3,7.57,53.23,756.0,0
33504,75.14,4.9,91.42,632.0,0
62835,26.28,4.59,80.04,319.0,0
29517,60.37,15.11,72.56,673.0,0
5243,71.76,17.04,50.55,861.0,0
94898,35.01,5.89,81.94,67.0,0
37009,51.95,12.15,90.73,594.0,0
7379,46.6,10.03,33.19,862.0,0
4054,81.25,14.28,46.17,840.0,0
30627,80.95,6.27,78.89,646.0,0
81725,65.05,11.05,73.92,134.0,0
3084,66.0,6.18,50.55,884.0,0
70073,78.71,2.0,42.45,239.0,0
60520,41.56,10.52,66.09,395.0,0
842,63.39,11.7,62.85,1024.0,0
29967,68.85,16.07,40.69,613.0,0
60760,57.36,10.86,55.12,416.0,0
52655,56.2,5.34,71.14,519.0,0
11575,63.98,7.63,70.11,900.0,0
47940,58.36,-0.23,55.35,460.0,0
13205,40.5,15.87,61.78,787.0,0
67698,63.7,11.43,49.52,198.0,0
3494,55.82,0.57,79.08,978.0,0
11136,62.67,11.0,59.24,783.0,0
68157,36.74,11.76,77.39,312.0,0
78694,34.06,8.91,49.69,146.0,0
52066,69.67,9.19,26.45,472.0,0
35363,81.9,5.29,36.16,647.0,0
25027,77.89,21.63,51.69,641.0,0
38062,52.79,16.85,73.15,596.0,0
48645,87.49,4.4,67.99,597.0,0
49515,49.43,6.29,88.46,494.0,0
66649,53.59,10.81,100.0,351.0,0
87478,70.53,5.33,54.98,112.0,0
57860,73.35,3.06,64.46,357.0,0
38404,84.49,8.92,76.36,501.0,0
93818,63.96,15.16,63.26,35.0,0
3263,66.1,2.27,78.41,836.0,0
68790,59.61,1.11,86.4,331.0,0
63056,66.61,9.88,63.27,384.0,0
89390,86.83,8.95,75.47,45.0,0
52958,63.39,9.44,52.05,441.0,0
35647,87.41,17.59,62.16,621.0,0
49216,57.51,7.08,73.94,521.0,0
22094,68.84,11.59,72.76,679.0,0
69619,50.73,3.18,84.63,272.0,0
37231,58.36,0.39,69.41,519.0,0
18227,52.35,5.57,54.49,755.0,0
228,67.23,1.73,8.99,930.0,0
16839,46.61,7.95,43.65,810.0,0
33929,67.34,12.73,78.26,518.0,0
83854,87.35,3.94,54.51,140.0,0
65650,80.86,17.87,82.76,241.0,0
77983,89.31,9.35,79.15,134.0,0
56081,38.18,15.06,85.27,362.0,0
13970,71.42,7.25,63.24,788.0,0
76989,50.69,9.22,45.49,145.0,0
6866,51.15,9.32,56.67,863.0,0
56310,72.28,3.3,63.46,346.0,0
74301,61.32,9.05,60.2,290.0,0
66293,69.02,13.32,92.14,332.0,0
36269,70.62,8.83,73.28,537.0,0
91760,48.05,5.04,87.77,132.0,0
95612,28.82,10.39,61.29,23.0,0
14542,35.35,4.09,66.96,905.0,0
23313,25.11,-0.42,66.51,824.0,0
7354,56.08,15.02,42.57,941.0,0
36335,66.01,9.7,40.68,624.0,0
39144,109.07,9.48,79.57,561.0,0
27847,21.68,10.25,80.99,740.0,0
70560,74.45,23.79,77.32,260.0,0
65679,54.35,8.99,88.44,381.0,0
41745,40.77,12.44,86.96,492.0,0
52984,66.72,12.39,51.16,459.0,0
63545,55.18,9.09,85.16,424.0,0
38864,52.28,8.66,58.4,545.0,0
23798,76.0,11.32,48.07,579.0,0
20150,75.32,10.74,98.7,754.0,0
74605,42.49,11.66,90.25,176.0,0
8534,18.94,8.79,78.94,868.0,0
8469,72.06,0.89,100.0,804.0,0
90796,61.71,1.39,100.0,0.0,1
14555,68.76,1.49,22.78,786.0,0
43165,66.55,6.09,100.0,510.0,0
5739,80.48,10.76,97.51,890.0,0
76049,40.04,18.56,74.35,175.0,0
77127,43.65,12.52,100.0,122.0,0
46244,45.11,7.42,36.81,476.0,0
67057,59.55,8.28,72.21,232.0,0
80093,55.56,9.9,85.76,137.0,0
16230,64.98,14.06,75.93,756.0,0
97935,62.5,10.72,75.9,1.0,1
53361,48.93,8.87,79.87,367.0,0
26044,52.78,3.57,72.32,712.0,0
47087,61.9,0.15,100.0,453.0,0
36075,64.08,9.76,71.01,549.0,0
36765,58.69,11.24,18.47,552.0,0
87632,49.09,12.76,56.52,41.0,0
31419,51.91,11.47,67.63,620.0,0
82072,61.3,11.56,98.25,101.0,0
35355,58.5,12.43,57.97,575.0,0
62643,58.2,21.56,57.79,327.0,0
87262,70.45,15.26,81.01,79.0,0
44568,42.95,8.89,100.0,506.0,0
57633,72.52,5.51,52.24,328.0,0
61402,54.06,10.55,66.69,269.0,0
94664,77.84,16.7,73.75,28.0,0
57163,51.82,19.17,87.64,355.0,0
56620,63.64,1.9,74.29,475.0,0
39395,54.97,11.81,60.4,532.0,0
71605,69.68,3.13,78.77,176.0,0
88068,32.51,15.77,45.43,45.0,0
6558,78.79,9.97,83.01,859.0,0
9369,77.55,8.92,68.63,839.0,0
27770,80.15,6.18,59.16,761.0,0
51088,67.13,10.17,53.64,387.0,0
44336,96.57,23.02,48.45,496.0,0
7054,48.02,14.49,78.09,886.0,0
97683,85.97,15.59,55.67,49.0,0
90493,36.06,15.56,63.53,40.0,0
90503,48.04,17.56,100.0,1.0,1
75899,62.56,15.84,52.26,249.0,0
65444,64.76,15.29,53.39,270.0,0
77564,80.81,9.96,62.53,151.0,0
81957,71.6,15.9,62.79,64.0,0
80187,55.44,14.18,100.0,190.0,0
17551,73.82,6.82,100.0,782.0,0
36149,53.04,9.0,21.83,595.0,0
88067,59.7,8.98,54.23,54.0,0
6758,55.5,12.56,87.42,908.0,0
36529,40.66,9.52,83.57,693.0,0
73611,56.25,7.96,84.83,172.0,0
87806,72.4,13.02,81.39,25.0,0
23097,63.61,8.74,52.07,756.0,0
198,51.57,4.65,66.51,939.0,0
72654,55.38,3.18,83.92,352.0,0
25122,63.8,-4.42,79.69,730.0,0
41434,38.37,8.57,54.17,468.0,0
67141,77.36,4.41,56.59,276.0,0
38386,25.98,4.39,78.76,619.0,0
79873,58.3,5.97,78.99,122.0,0
82503,53.84,19.06,73.01,162.0,0
90056,61.07,19.11,53.25,0.0,1
86360,59.58,5.37,65.01,93.0,0
54164,49.73,4.04,50.86,428.0,0
87599,52.57,1.75,82.91,109.0,0
29738,71.66,15.17,100.0,620.0,0
15769,91.74,12.21,90.1,826.0,0
15929,63.4,7.53,80.03,680.0,0
3147,80.29,10.03,73.23,917.0,0
23649,66.04,3.78,60.21,670.0,0
57543,57.11,3.92,86.22,421.0,0
32706,68.38,8.17,70.77,652.0,0
60170,56.09,17.74,77.59,350.0,0
64282,100.4,11.6,47.28,286.0,0
59602,71.76,12.16,100.0,398.0,0
73363,55.68,10.37,64.88,254.0,0
4547,73.06,15.34,91.57,873.0,0
44899,75.9,18.29,62.0,512.0,0
22977,57.18,11.61,72.28,668.0,0
3772,68.54,8.04,77.97,914.0,0
12767,76.23,13.12,79.09,784.0,0
21518,55.42,6.62,71.87,691.0,0
87140,63.78,20.03,74.93,75.0,0
18090,63.81,5.06,82.59,820.0,0
71299,78.9,13.29,83.82,211.0,0
29959,62.97,12.96,52.06,648.0,0
5058,50.25,9.72,21.35,936.0,0
25889,49.11,7.55,71.92,670.0,0
62537,79.12,19.68,64.26,271.0,0
21526,53.27,17.43,85.63,788.0,0
81963,71.56,6.59,89.35,271.0,0
20512,38.13,13.7,51.62,710.0,0
49425,70.17,7.28,95.92,414.0,0
736,97.82,3.14,47.93,855.0,0
12926,61.92,13.82,60.57,827.0,0
4680,74.95,10.76,41.31,872.0,0
535,50.86,10.37,100.0,953.0,0
76973,52.11,14.79,64.0,115.0,0
50104,41.25,19.49,48.3,387.0,0
73036,52.62,10.73,100.0,128.0,0
40412,58.27,13.25,63.96,478.0,0
65749,70.51,9.05,100.0,416.0,0
87980,70.87,11.41,53.86,127.0,0
96365,58.79,13.06,79.88,0.0,1
2790,54.76,11.32,54.25,879.0,0
96958,48.28,17.52,100.0,0.0,1
45234,23.29,8.56,47.76,579.0,0
34807,68.94,8.59,37.5,644.0,0
83705,60.04,10.9,52.02,141.0,0
61522,75.12,9.03,69.11,283.0,0
5743,59.32,11.12,75.5,889.0,0
36619,56.69,8.1,43.97,553.0,0
30010,60.11,10.74,51.28,563.0,0
26899,69.17,9.58,50.58,618.0,0
67479,37.67,11.17,99.03,229.0,0
93326,59.4,16.14,63.15,101.0,0
66430,78.4,7.51,77.14,263.0,0
29171,50.52,5.15,100.0,640.0,0
54562,47.37,7.5,77.02,385.0,0
75832,69.49,14.55,56.81,235.0,0
68388,71.49,6.0,59.25,349.0,0
35898,51.4,1.67,57.72,620.0,0
88683,70.84,3.74,79.0,109.0,0
67483,50.2,1.75,69.17,286.0,0
81767,80.28,15.89,36.54,132.0,0
35243,20.13,10.58,65.84,565.0,0
71739,88.12,4.92,48.6,265.0,0
75347,35.22,16.5,54.52,267.0,0
73279,72.59,11.11,38.9,189.0,0
88493,58.08,12.72,100.0,89.0,0
1985,64.39,7.4,86.26,973.0,0
66344,60.73,2.09,78.64,342.0,0
16250,62.32,12.37,69.05,770.0,0
8851,53.41,23.17,78.66,862.0,0
31066,70.23,11.12,66.91,657.0,0
23716,90.43,3.31,99.51,734.0,0
60813,43.33,15.25,72.2,364.0,0
15223,48.8,9.19,66.89,814.0,0
18737,41.48,10.67,52.52,720.0,0
44962,60.88,5.52,61.6,544.0,0
34210,95.23,10.91,64.52,693.0,0
45824,56.91,9.88,100.0,447.0,0
81510,63.81,10.45,65.73,154.0,0
28889,70.04,12.65,20.98,589.0,0
43990,44.9,15.94,78.35,469.0,0
54616,76.46,10.46,43.01,358.0,0
13787,59.71,10.81,87.15,817.0,0
78946,48.73,9.77,49.28,148.0,0
65620,56.99,13.39,70.63,316.0,0
98281,57.77,0.24,100.0,0.0,1
48690,86.15,16.96,100.0,396.0,0
18875,45.2,0.7,68.05,718.0,0
4645,50.14,7.44,50.36,908.0,0
88465,39.05,-2.06,97.94,41.0,0
22745,61.87,23.24,92.38,691.0,0
79262,53.45,6.4,72.99,189.0,0
91793,40.92,16.89,76.29,0.0,1
84118,57.21,13.17,46.43,7.0,0
58593,67.4,-0.9,71.0,393.0,0
86972,70.39,13.58,85.96,65.0,0
79913,87.91,10.46,60.02,89.0,0
16994,59.37,13.48,41.91,769.0,0
4965,51.93,11.18,79.03,888.0,0
58612,56.87,14.15,89.76,390.0,0
28708,78.77,11.24,74.13,604.0,0
12447,47.31,13.42,46.68,832.0,0
88246,59.19,11.29,70.42,43.0,0
58466,70.04,23.27,67.17,278.0,0
647,46.13,8.97,75.4,1022.0,0
50824,58.23,17.51,44.37,445.0,0
83594,94.09,17.74,63.46,151.0,0
75222,59.52,12.54,65.59,160.0,0
85180,70.77,6.74,80.69,153.0,0
1021,79.03,7.66,94.71,890.0,0
68735,54.92,13.88,78.26,248.0,0
64698,55.48,7.16,87.99,299.0,0
15005,59.06,4.63,36.29,839.0,0
50021,23.85,12.16,80.93,413.0,0
47394,60.92,10.4,69.28,469.0,0
75313,62.04,9.49,63.48,177.0,0
2368,50.61,6.34,56.79,999.0,0
66992,64.76,8.42,64.13,346.0,0
30374,48.47,4.44,51.21,590.0,0
57028,23.11,9.57,57.58,334.0,0
85184,61.92,4.65,70.98,102.0,0
35875,42.22,13.81,44.2,643.0,0
35749,68.27,12.03,47.61,628.0,0
76339,39.84,4.8,92.14,173.0,0
37472,64.12,5.96,29.81,694.0,0
55022,103.36,13.96,76.89,413.0,0
30531,90.73,16.83,62.04,622.0,0
48867,50.01,11.09,62.88,511.0,0
85327,53.29,1.84,76.45,80.0,0
77448,70.89,9.55,47.75,241.0,0
29696,65.7,10.78,79.36,614.0,0
52591,44.4,10.54,82.0,391.0,0
66472,65.78,11.8,58.53,310.0,0
65809,63.03,14.59,77.78,332.0,0
74924,32.35,4.38,60.57,184.0,0
83509,46.62,19.58,71.1,119.0,0
21005,33.43,-1.6,67.76,762.0,0
39398,44.16,12.37,74.7,479.0,0
58780,51.87,7.77,38.11,430.0,0
86059,66.18,13.55,65.62,176.0,0
69254,41.7,11.58,50.03,223.0,0
83414,37.79,16.45,68.22,211.0,0
20431,49.39,8.12,75.02,745.0,0
66623,61.63,6.57,62.25,361.0,0
40966,87.03,0.62,46.04,482.0,0
30682,48.32,2.07,77.37,654.0,0
92533,38.12,10.94,84.8,22.0,0
72912,45.96,8.94,67.0,258.0,0
40874,78.15,-1.24,63.66,531.0,0
51958,66.08,6.38,72.67,481.0,0
30434,68.94,12.84,46.35,621.0,0
49819,58.53,6.19,86.22,399.0,0
69530,46.67,3.39,29.35,211.0,0
85370,57.83,7.92,60.43,126.0,0
49912,47.73,-3.26,80.96,529.0,0
20507,88.58,10.53,97.05,793.0,0
34613,38.42,8.14,66.82,574.0,0
70717,67.52,4.46,50.17,261.0,0
70943,53.46,18.9,42.75,246.0,0
9059,85.63,13.5,89.41,810.0,0
61729,50.29,8.81,72.4,269.0,0
78939,21.37,4.53,65.44,235.0,0
42351,72.87,15.93,88.32,562.0,0
99450,66.2,6.56,61.71,0.0,1
51520,80.81,10.96,83.41,397.0,0
10048,45.07,4.74,75.06,857.0,0
92492,32.35,11.65,80.85,51.0,0
57339,77.76,14.33,58.2,373.0,0
12754,63.96,5.44,63.7,879.0,0
2267,90.78,14.38,36.46,928.0,0
23946,72.59,18.98,62.32,747.0,0
73426,46.94,7.57,84.76,209.0,0
39037,29.46,8.15,71.49,641.0,0
30965,65.15,3.86,100.0,692.0,0
15250,67.65,14.33,95.47,766.0,0
95527,45.78,3.96,84.3,0.0,1
24133,51.56,8.91,67.81,680.0,0
74766,40.94,7.2,60.36,204.0,0
54257,64.36,10.69,56.67,410.0,0
97827,57.91,12.68,74.19,0.0,1
36316,56.71,2.72,60.77,647.0,0
95391,58.53,6.78,72.85,13.0,0
32438,86.58,12.74,27.1,588.0,0
75250,64.36,6.69,62.1,212.0,0
58135,58.91,5.14,51.87,406.0,0
35618,53.79,20.05,63.25,575.0,0
48785,28.18,5.57,63.52,498.0,0
65908,60.25,13.06,87.81,391.0,0
71258,78.19,6.24,38.33,202.0,0
65053,84.98,17.24,85.49,377.0,0
56901,76.43,10.66,69.93,331.0,0
28680,52.69,11.44,65.52,563.0,0
94822,58.51,14.61,87.75,0.0,1
142,46.11,9.12,60.05,922.0,0
19723,60.9,9.02,46.59,773.0,0
78076,74.28,14.26,62.2,140.0,0
52831,39.85,14.81,57.12,369.0,0
97023,54.61,4.65,54.31,50.0,0
13350,87.02,7.12,79.84,800.0,0
84291,67.64,7.5,64.59,113.0,0
62384,67.3,18.38,64.48,267.0,0
19064,83.9,14.76,73.12,713.0,0
23012,63.04,16.07,72.44,634.0,0
76376,41.4,12.21,85.33,338.0,0
51457,85.7,11.81,74.74,427.0,0
61019,60.13,3.19,81.56,403.0,0
46628,64.18,10.41,71.64,495.0,0
77238,63.74,12.03,71.02,89.0,0
56104,50.82,6.32,87.14,389.0,0
91623,54.3,11.06,69.04,29.0,0
31237,44.8,10.26,51.43,623.0,0
1113,62.35,8.03,63.86,959.0,0
37378,73.38,3.81,100.0,690.0,0
93459,58.78,7.83,48.47,0.0,1
27475,38.21,8.65,41.76,736.0,0
8942,42.98,11.81,48.4,877.0,0
42862,72.68,8.68,61.92,601.0,0
61323,57.7,12.32,40.23,287.0,0
58279,48.95,8.1,43.92,395.0,0
40175,41.32,7.78,56.11,499.0,0
2447,62.31,11.54,97.97,933.0,0
82968,52.8,5.01,94.53,163.0,0
6141,46.06,9.04,55.97,851.0,0
77424,58.13,8.79,58.73,210.0,0
70960,39.42,6.08,90.34,233.0,0
50237,58.67,10.02,82.75,480.0,0
11984,72.14,11.72,71.96,873.0,0
56104,63.88,8.69,76.71,403.0,0
75904,70.81,1.77,79.81,217.0,0
89168,40.39,3.25,75.85,89.0,0
70322,71.89,4.09,100.0,255.0,0
50771,49.03,5.54,60.58,481.0,0
98217,39.1,5.47,34.23,26.0,0
43064,64.84,16.22,62.06,461.0,0
51644,74.26,15.88,94.13,448.0,0
92404,46.54,16.03,86.02,-0.0,1
14107,60.09,8.18,86.13,756.0,0
82582,72.83,7.42,96.57,8.0,0
52226,76.85,7.4,66.93,496.0,0
94937,65.27,13.06,63.59,61.0,0
5576,73.56,9.9,65.82,915.0,0
2672,85.57,-1.84,66.0,952.0,0
81997,65.76,-3.57,100.0,260.0,0
92189,51.03,1.94,61.64,102.0,0
67172,81.42,12.92,77.12,219.0,0
47307,43.45,15.77,71.9,515.0,0
14813,50.46,7.05,93.84,755.0,0
53914,46.2,7.64,77.39,481.0,0
45568,46.9,9.94,100.0,467.0,0
7971,88.76,17.34,67.41,920.0,0
98166,56.91,6.39,76.48,0.0,1
59598,57.06,18.36,75.4,293.0,0
47800,32.65,6.21,67.21,508.0,0
753,32.36,5.07,47.76,894.0,0
34350,74.86,4.75,54.25,698.0,0
28247,65.49,7.65,91.99,707.0,0
48921,59.55,5.93,85.67,397.0,0
87155,81.08,2.47,73.74,71.0,0
50276,57.26,7.52,84.72,530.0,0
