Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,Failure_Within_7_Days,AI_Override_Events,Machine_Type_AGV,Machine_Type_Automated_Screwdriver,Machine_Type_Boiler,Machine_Type_CMM,Machine_Type_CNC_Lathe,Machine_Type_CNC_Mill,Machine_Type_Carton_Former,Machine_Type_Compressor,Machine_Type_Conveyor_Belt,Machine_Type_Crane,Machine_Type_Dryer,Machine_Type_Forklift_Electric,Machine_Type_Furnace,Machine_Type_Grinder,Machine_Type_Heat_Exchanger,Machine_Type_Hydraulic_Press,Machine_Type_Industrial_Chiller,Machine_Type_Injection_Molder,Machine_Type_Labeler,Machine_Type_Laser_Cutter,Machine_Type_Mixer,Machine_Type_Palletizer,Machine_Type_Pick_and_Place,Machine_Type_Press_Brake,Machine_Type_Pump,Machine_Type_Robot_Arm,Machine_Type_Shrink_Wrapper,Machine_Type_Shuttle_System,Machine_Type_Vacuum_Packer,Machine_Type_Valve_Controller,Machine_Type_Vision_System,Machine_Type_XRay_Inspector
2038,72874,78.25,13.57,88.32,100.0,100.0,235.86,311,4,4,1,3,205.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,82276,49.7,9.2,79.06,55.89,15.13,288.84,32,4,2,0,7,186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,51319,73.25,15.05,76.1,64.75,67.92,197.21,302,7,4,0,3,464.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,29046,80.38,5.22,75.52,72.11,90.58,-20.57,319,4,3,0,2,649.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9675,39.44,3.17,84.83,87.79,60.72,284.82,38,1,2,0,6,881.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,60208,42.48,6.36,90.62,84.01,39.42,73.78,158,5,2,0,6,336.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,88484,70.9,17.77,70.39,77.16,30.7,210.0,156,8,2,1,2,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2034,63142,56.98,11.75,60.86,60.2,53.4,316.0,331,5,2,0,1,419.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,72124,68.71,8.51,68.24,87.16,60.75,156.1,16,8,0,0,5,194.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2370,68.26,10.24,68.74,60.42,100.0,185.49,237,7,1,0,10,852.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,1418,76.19,5.87,60.21,32.78,47.46,235.79,71,2,1,1,9,994.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,94645,73.11,8.13,76.28,85.89,87.95,146.52,19,4,2,1,1,18.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2035,57646,67.46,25.26,69.58,100.0,70.97,151.7,325,4,2,0,7,331.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,52001,29.29,18.54,73.3,84.0,98.1,149.63,355,4,1,0,2,365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,87738,77.16,4.15,76.12,69.97,51.23,126.33,80,3,2,0,0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,72826,52.52,17.84,63.9,72.71,80.82,228.74,126,7,1,0,1,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,90431,48.49,7.6,91.12,79.97,61.05,142.28,260,6,5,0,4,87.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,85470,75.7,8.86,73.72,37.79,34.72,48.39,32,11,1,0,3,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,72015,89.53,7.71,73.93,76.12,96.96,263.48,33,7,4,0,6,238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,15406,42.27,2.06,75.58,74.82,49.33,229.38,323,4,1,1,3,865.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,73945,68.27,15.61,88.31,68.48,39.61,181.37,124,5,1,0,1,212.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,5002,45.2,6.55,73.13,52.09,100.0,258.36,203,5,4,0,5,800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2038,83103,52.66,2.71,63.53,70.7,80.91,189.98,85,4,5,0,0,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,852,49.61,6.74,64.51,57.09,52.56,260.83,128,5,2,0,5,951.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,27092,71.03,2.68,97.3,61.2,69.79,120.87,144,3,2,0,0,756.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,73013,31.17,11.83,90.95,60.9,90.18,254.34,313,3,4,0,4,247.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,85759,76.58,27.99,77.4,66.7,49.45,11.42,349,4,4,1,4,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,55552,75.47,11.2,80.95,48.75,62.56,178.4,263,4,3,0,2,346.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,14740,48.92,4.17,78.26,77.73,0.88,127.84,188,7,4,0,2,862.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,25733,68.63,16.03,68.99,88.53,61.12,22.1,65,3,2,0,4,647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2036,30779,32.01,15.7,72.46,70.67,74.14,35.05,204,3,3,0,1,584.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,89741,49.56,11.41,79.9,58.47,53.98,119.69,273,4,2,0,1,120.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,12172,72.96,6.13,95.32,92.41,63.83,233.88,53,3,7,0,2,820.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,23567,57.47,11.4,66.82,85.86,47.05,167.19,13,4,1,0,0,695.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,3344,71.41,9.49,64.58,85.06,21.46,121.74,269,6,2,0,3,972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,78481,88.35,10.46,82.36,84.84,77.87,206.01,96,5,1,0,4,167.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,62255,68.95,4.36,86.39,99.04,63.05,190.44,345,5,3,1,1,305.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,66432,53.2,14.18,74.98,0.5,73.1,72.95,365,1,1,0,2,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,98492,70.03,9.28,86.43,89.52,96.59,100.66,191,3,1,0,4,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,79841,81.03,9.63,86.82,67.15,77.79,115.14,46,6,3,0,4,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,49912,65.67,15.98,67.76,42.63,75.84,202.28,260,7,5,0,3,506.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,67078,51.03,-1.86,66.96,76.24,89.53,89.91,321,5,3,0,1,247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,79511,58.33,6.67,72.17,76.6,65.07,40.31,50,6,4,0,6,153.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,34666,64.17,-3.59,81.8,65.47,44.92,36.11,5,10,2,0,4,753.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,45990,51.31,12.39,73.22,78.69,68.97,147.34,355,3,1,0,2,424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,29354,56.77,8.91,66.46,49.63,74.53,113.68,76,10,5,0,4,677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,49562,64.9,10.26,58.09,86.15,43.65,125.45,228,7,3,0,2,506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,77409,66.51,5.01,58.87,51.04,100.0,171.78,274,4,1,0,3,164.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,98566,54.71,4.36,65.32,73.34,98.69,115.33,227,4,1,1,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,41106,53.74,16.9,69.44,80.93,45.63,112.16,361,7,3,0,6,635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,35457,45.62,17.95,87.59,88.06,75.33,167.15,178,8,1,0,2,563.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,35116,51.47,1.02,82.45,80.03,100.0,44.85,284,5,0,0,0,552.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,64653,61.45,11.51,73.94,100.0,42.05,68.42,43,5,0,0,4,342.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,78578,65.42,10.61,87.59,83.14,59.64,48.26,126,3,2,0,2,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025,3384,55.55,17.52,75.94,71.48,52.05,-69.83,350,7,1,0,2,901.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,63361,75.93,19.31,81.84,65.27,60.38,161.76,235,7,3,0,7,258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,97541,62.51,2.63,68.66,77.99,48.4,254.77,135,6,1,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,46166,91.84,8.15,84.37,70.6,49.83,10.11,234,8,2,0,3,482.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,55964,54.31,1.34,61.11,80.66,58.53,262.23,91,2,3,0,1,470.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2001,32600,56.65,10.29,54.61,78.61,74.37,163.69,249,5,1,0,2,643.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,97936,37.45,7.91,65.81,15.28,45.23,-7.02,202,3,4,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2030,86903,67.2,17.79,81.44,74.53,100.0,170.18,38,4,0,1,4,29.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,24855,57.66,5.13,68.03,72.29,96.56,247.91,206,3,0,0,3,674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,24523,68.51,13.83,84.97,77.3,42.23,119.57,44,4,1,0,4,676.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,80951,60.95,11.92,78.77,73.42,57.67,161.8,50,5,2,0,4,199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,10293,42.56,11.45,67.42,58.29,85.77,42.71,113,2,6,1,2,826.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,63360,55.47,11.43,77.16,66.45,56.39,196.69,6,3,3,1,2,374.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,41081,42.11,16.87,82.72,88.83,68.66,163.06,63,5,2,0,2,550.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,94615,72.05,9.23,75.68,83.17,39.09,43.99,219,5,0,0,3,42.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,79328,58.19,3.75,87.13,72.83,61.75,165.76,88,4,2,0,3,255.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,89073,35.21,3.0,90.99,40.2,61.22,41.96,360,6,0,1,2,111.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,46129,37.64,18.5,79.32,84.23,41.62,25.88,56,5,0,1,4,573.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,22554,60.85,9.46,54.48,77.04,49.7,66.5,259,7,1,0,2,721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024,51666,60.83,8.75,85.12,70.88,92.29,44.7,114,2,2,0,2,455.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,99210,46.41,11.83,72.19,100.0,68.14,100.13,152,1,3,1,1,0.0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1812,66.91,4.09,66.77,46.3,10.13,266.22,209,3,3,1,3,944.0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,75926,71.24,15.84,61.0,91.11,75.29,120.09,157,4,3,1,6,219.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,26,73.54,4.6,69.9,77.88,33.95,219.84,353,6,1,0,6,978.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,86100,45.15,10.39,81.26,76.16,72.84,227.6,53,4,2,1,4,93.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,10231,77.3,14.63,85.12,66.16,56.0,151.67,120,7,3,0,0,763.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,60769,73.49,4.96,81.93,48.81,43.17,166.37,91,7,2,0,6,380.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,78901,54.07,7.34,76.74,50.52,69.25,147.64,351,4,1,0,2,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,98851,40.08,13.07,60.36,67.67,68.97,175.22,84,4,0,1,2,0.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,22377,67.27,19.69,67.29,60.12,73.05,325.91,140,9,3,1,2,705.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,11764,47.89,10.91,83.44,49.94,91.34,146.54,105,7,1,1,5,848.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2033,25892,52.73,14.24,84.29,32.6,37.08,155.21,92,9,2,1,6,677.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,208,65.18,13.81,83.66,29.88,45.16,52.82,345,9,3,1,2,909.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,59115,38.34,3.68,62.52,66.31,86.75,284.53,164,10,1,0,4,416.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2031,64584,54.5,4.26,84.39,61.84,81.87,211.39,339,1,0,0,2,348.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,20263,94.46,3.01,76.42,100.0,83.4,166.77,243,3,2,0,2,759.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,77369,56.16,7.41,62.05,49.43,70.25,212.76,316,2,3,1,2,259.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,84298,38.21,14.62,83.49,62.43,45.58,108.23,302,7,3,0,1,121.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,91788,52.75,2.41,57.35,65.1,75.29,204.71,130,3,0,1,3,69.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,64038,60.4,0.79,61.19,59.43,90.82,92.34,298,2,2,0,3,395.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,64980,58.18,12.8,90.65,89.12,98.22,168.56,119,7,3,1,5,319.0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34491,34.01,12.35,77.28,69.21,0.0,152.34,349,8,1,0,5,518.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,56827,95.9,3.47,75.87,24.72,84.94,284.27,69,4,3,0,6,319.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,68039,53.43,9.74,100.37,65.95,62.59,92.72,211,12,0,0,5,334.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,71610,34.36,10.85,58.33,75.46,100.0,164.17,124,5,0,0,3,193.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1950,64.91,11.14,54.9,92.84,23.09,135.9,236,6,1,1,2,992.0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,24605,38.86,7.74,74.54,100.0,73.92,83.01,32,5,1,0,0,785.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,32334,55.65,8.96,81.53,78.2,70.12,223.49,110,5,3,0,1,593.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,61466,45.35,9.16,76.69,74.25,64.87,119.72,169,6,1,0,4,385.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,85283,48.86,6.05,67.61,75.9,34.4,178.4,5,4,3,0,3,56.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,48885,51.18,10.94,80.56,50.91,48.25,131.4,355,4,4,0,2,477.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,37005,76.94,15.16,84.49,83.17,55.78,68.41,129,6,1,0,3,593.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6609,72.77,14.57,68.66,71.15,54.14,360.23,61,5,3,1,3,786.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,7426,45.66,11.99,79.72,48.66,74.0,127.59,181,2,0,1,1,860.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,41102,56.62,16.49,85.82,52.32,76.89,138.81,218,7,0,0,2,569.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,905,61.53,4.3,52.47,36.24,41.16,179.74,45,7,3,1,2,1016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2036,83005,53.03,13.35,89.87,63.41,73.92,132.54,183,5,0,0,1,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2038,95802,68.89,12.27,102.5,100.0,34.11,161.56,80,3,4,0,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2028,85207,28.24,8.69,68.98,81.96,57.2,177.15,314,6,2,0,7,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2028,22794,61.58,7.66,69.84,71.64,31.76,214.43,267,6,4,0,8,688.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,35448,59.41,11.31,56.15,64.28,100.0,162.68,5,6,3,0,2,633.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,48228,61.99,12.74,70.64,73.01,62.26,86.57,329,9,3,0,4,424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,11681,60.37,8.99,72.48,56.14,13.2,114.87,103,6,0,1,3,774.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,48998,72.38,8.41,61.67,66.42,37.86,218.2,247,6,0,0,2,393.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,42794,77.8,5.24,69.2,70.55,51.07,11.67,117,6,4,1,1,498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
